id,name,year,overall,Pos,BirthDate,PID
4493,William Colbert,2005,183,D,1985-02-06,8470817
16231,Ryan Mcginnis,2005,184,D,1987-03-03,8471844
8150,Kris Fredheim,2005,185,D,1987-02-23,8471846
40913,Dimitri Megalinsky,2005,186,D,1985-04-15,8471847
52201,Andrey Zubarev,2005,187,D,1987-03-03,8471848
3984,Joe Charlebois,2005,188,D,1986-02-18,8471849
48038,Kirill Starkov,2005,189,C,1987-03-31,8471850
5359,Matt D'Agostini,2005,190,R,1986-10-23,8471851
29593,Vjateslav Buravchikov,2005,191,D,1987-05-22,8471852
1945,Nicolas Blanchard,2005,192,C,1987-05-31,8471853
18862,Jean-Philippe Paquet,2005,194,D,1987-01-07,8471855
24898,Nicholas Tuzzolino,2005,196,D,1986-01-19,8471857
12955,Sergei Kostitsyn,2005,200,L,1987-03-20,8471859
10506,Trevor Hendrikx,2005,201,D,1985-03-29,8470872
38267,David Kuchejda,2005,202,R,1987-06-12,8471860
10808,Adam Hobson,2005,203,C,1987-01-09,8471861
9462,Colin Greening,2005,204,L,1986-03-09,8471862
1986,Mario Bliznak,2005,205,C,1987-03-06,8471863
16790,Josh Meyers,2005,206,D,1985-12-08,8471864
23581,Myles Stoesz,2005,207,L,1987-02-15,8471865
8700,Matt Generous,2005,208,D,1985-05-04,8471866
30851,Viktor Dovgan,2005,209,D,1987-02-27,8472011
469,Luciano Aquino,2005,210,R,1985-01-26,8471867
21353,Ryan Russell,2005,211,L,1987-05-02,8471868
23305,Bretton Stamler,2005,214,D,1987-03-10,8471871
4264,Matt Clackson,2005,215,L,1985-04-26,8471872
48309,Anton Stralman,2005,216,D,1986-08-01,8471873
2560,Brock Bradford,2005,217,C,1987-01-07,8471874
48572,Alexander Sundstrom,2005,218,C,1987-03-14,8471875
39215,Nikolai Lemtyugov,2005,219,R,1986-01-15,8471876
9010,Matthew Glasser,2005,220,L,1987-01-11,None
21326,Myles Rumsey,2005,221,D,1986-11-05,8471878
5249,Kyle Cumiskey,2005,222,D,1986-12-02,8471879
1210,Zach Bearson,2005,224,R,1987-06-13,8471881
22248,John Seymour,2005,226,L,1987-06-16,8471883
20353,Chad Rau,2005,228,C,1987-01-18,8471885
18865,Phillipe Paquet,2005,229,D,1987-03-12,8471886
34447,Patric Hornqvist,2005,230,C,1987-01-01,8471887
23268,Jordan Staal,2006,2,C,1988-09-10,8473533
28018,Nicklas Backstrom,2006,4,C,1987-11-23,8473563
2625,Derick Brassard,2006,6,C,1987-09-22,8473544
18459,Kyle Okposo,2006,7,R,1988-04-16,8473449
17590,Peter Mueller,2006,8,C,1988-04-14,8473526
22374,James Sheppard,2006,9,C,1988-04-25,8473536
8247,Michael Frolik,2006,10,R,1988-02-17,8473564
1635,Jonathan Bernier,2006,11,G,1988-08-07,8473541
14484,Bryan Little,2006,12,C,1987-11-12,8473412
24502,Jiri Tlusty,2006,13,L,1988-03-16,8473482
9304,Michael Grabner,2006,14,R,1987-10-05,8473546
10446,Riku Helenius,2006,15,G,1988-03-01,8473474
26373,Ty Wishart,2006,16,D,1988-05-19,8473501
14364,Trevor Lewis,2006,17,C,1987-01-08,8473453
23527,Chris Stewart,2006,18,R,1987-10-30,8473485
7659,David Fischer,2006,20,D,1988-02-19,8473596
21582,Bobby Sanguinetti,2006,21,D,1988-02-29,8473610
8989,Claude Giroux,2006,22,R,1988-01-12,8473512
50320,Semyon Varlamov,2006,23,G,1988-04-27,8473575
43664,Dennis Persson,2006,24,D,1988-06-02,8473497
28618,Patrik Berglund,2006,25,C,1988-06-02,8473534
11463,Leland Irving,2006,26,G,1988-04-11,8473414
25377,Ivan Vishnevskiy,2006,27,D,1988-02-18,8473582
7821,Nick Foligno,2006,28,L,1987-10-31,8473422
4842,Matthew Corrente,2006,30,D,1988-01-16,None
36024,Tomas Kana,2006,31,N/A,1987-11-29,8473491
40234,Igor Makarov,2006,33,R,1987-09-19,8473464
42052,Michal Neuvirth,2006,34,G,1988-03-23,8473607
2323,Francois Bouchard,2006,35,R,1988-04-26,8473447
16233,Jamie Mcginn,2006,36,L,1988-08-05,8473465
27375,Yury Alexandrov,2006,37,D,1988-06-24,8473556
23884,Bryce Swan,2006,38,R,1987-10-06,8473425
18154,Andreas Nodl,2006,39,R,1987-02-28,8473568
31805,Ondrej Fiala,2006,40,C,1987-11-04,8473522
7089,Cory Emmerton,2006,41,C,1988-06-01,8473558
10953,Riley Holzapfel,2006,43,C,1988-08-18,8473417
38363,Nikolay Kulemin,2006,44,L,1986-07-14,8473579
19466,Jeff Petry,2006,45,D,1987-12-09,8473507
31377,Jhonas Enroth,2006,46,G,1988-06-25,8473523
15815,Shawn Matthias,2006,47,C,1988-02-19,8473574
21409,Joe Ryan,2006,48,D,1987-10-19,8473476
15844,Ben Maxwell,2006,49,C,1988-03-30,8473493
14731,Milan Lucic,2006,50,L,1988-06-07,8473473
3573,Mathieu Carle,2006,53,D,1987-09-30,8473438
27646,Artem Anisimov,2006,54,C,1988-05-24,8473573
29042,Denis Bodrov,2006,55,D,1986-08-22,8473495
25805,Mike Weber,2006,57,D,1987-12-16,8473426
50392,Alexander Vasyunov,2006,58,L,1988-04-22,8473605
3145,Codey Burki,2006,59,C,1987-11-17,8473467
35425,Jesse Joensuu,2006,60,L,1987-10-05,8473514
27914,Dick Axelsson,2006,62,L,1987-04-25,8473478
15942,Jamie Mcbain,2006,63,D,1988-02-25,8473571
35708,Jonas Junland,2006,64,D,1987-11-15,8473510
26051,Ryan White,2006,66,C,1988-03-17,8473466
49785,Kirill Tulupov,2006,67,D,1988-04-23,8473524
9627,Eric Gryba,2006,68,D,1988-04-14,8473468
15738,Steve Mason,2006,69,G,1988-05-29,8473461
7574,Robin Figren,2006,70,L,1988-03-07,8473581
15447,Brad Marchand,2006,71,C,1988-05-11,8473419
4434,Cal Clutterbuck,2006,72,R,1987-11-18,8473504
3359,Brady Calla,2006,73,R,1988-03-14,8473424
26806,Jeff Zatkoff,2006,74,G,1987-06-09,8473553
19142,Theo Peckham,2006,75,D,1987-11-10,8473525
38708,Tony Lagerström,2006,76,C,1988-07-19,8473591
51997,Vladimir Zharkov,2006,77,L,1988-01-10,8473592
15801,Jon Matsumoto,2006,79,C,1986-10-13,8473444
7891,Michael Forney,2006,80,L,1988-05-14,8473458
44834,Daniel Rahimi,2006,82,D,1987-04-28,8473540
5779,John De Gray,2006,83,D,1988-03-14,8473430
10718,Ryan Hillier,2006,84,L,1988-01-25,8473518
22223,Tom Sestito,2006,85,L,1987-09-28,8473542
10912,Bud Holloway,2006,86,C,1988-03-01,8473431
522,John Armstrong,2006,87,C,1988-02-26,8473530
27226,Jonas Ahnelov,2006,88,D,1987-12-11,8473515
15714,Aaron Marvin,2006,89,R,1988-05-27,8473429
23004,Aaron Snow,2006,90,L,1988-05-20,8473411
5548,Kaspars Daugavins,2006,91,L,1988-05-18,8473484
38907,Daniel Larsson,2006,92,G,1986-02-07,8473471
20439,Harrison Reed,2006,93,R,1988-01-18,8473477
24844,Ryan Turek,2006,94,D,1987-09-22,8473427
22461,Ben Shutron,2006,95,D,1988-06-14,8473462
42989,Oskar Osala,2006,97,L,1987-12-26,8473496
5850,James Delory,2006,98,D,1988-03-03,8473508
20523,James Reimer,2006,99,G,1988-03-15,8473503
20257,Rhett Rakhshani,2006,100,R,1988-03-06,8473456
39125,Joonas Lehtivuori,2006,101,D,1988-07-19,8473598
3751,Michael Caruso,2006,103,D,1988-07-05,8473416
38625,David Kveton,2006,104,R,1988-01-03,8473593
47659,Niko Snellman,2006,105,L,1988-03-12,8473555
28685,Reto Berra,2006,106,G,1987-01-03,8473499
16989,T.j. Miller,2006,107,D,1986-09-15,8473529
25925,Jase Weslosky,2006,108,G,1988-08-14,8473454
37788,Jakub Kovar,2006,109,G,1988-07-19,8473601
17257,Kevin Montgomery,2006,110,D,1988-04-04,8473451
34362,Korbinian Holzer,2006,111,D,1988-02-16,8473560
1402,Matt Beleskey,2006,112,L,1988-06-07,8473492
27500,Niclas Andersen,2006,114,D,1988-04-28,8473521
15466,Tomas Marcinko,2006,115,C,1988-04-11,8473587
46465,Felix Schutz,2006,117,C,1987-11-03,8473498
14255,Pierre-Luc Lessard,2006,121,D,1988-01-16,8473595
14843,Luke Lynes,2006,122,C,1987-11-28,8473566
11212,Bobby Hughes,2006,123,C,1987-11-11,8473500
11802,Chad Johnson,2006,125,G,1986-06-10,8473434
22603,Shane Sims,2006,126,D,1988-04-30,8473611
13333,Maxime Lacroix,2006,127,L,1987-06-05,8473520
2054,Andrew Bodnarchuk,2006,128,D,1988-07-11,8473550
42570,Robert Nyholm,2006,129,R,1988-03-07,8473528
38963,Martin Latal,2006,131,R,1988-03-17,8473506
34489,Niko Hovinen,2006,132,G,1988-03-16,8473480
19680,Bryan Pitton,2006,133,G,1988-01-26,8473489
16629,David Meckler,2006,134,C,1987-07-09,8473554
12169,Alex Kangas,2006,135,G,1987-05-28,8473531
23757,Nick Sucharski,2006,136,L,1987-11-15,8473436
51722,Tomas Zaborsky,2006,137,L,1987-11-14,8473609
50194,Pavel Valentenko,2006,139,D,1987-10-20,8473576
26142,Cody Wild,2006,140,D,1987-06-05,8473527
35491,Kim Johansson,2006,141,C,1988-01-21,8473561
8144,Maxime Frechette,2006,142,D,1988-05-09,8473603
21054,Ashton Rome,2006,143,R,1985-12-31,8471320
20615,Jonathan Rheault,2006,145,R,1986-08-01,8473616
5794,Mark Dekanich,2006,146,G,1986-05-10,8473532
44750,Juuso Puustinen,2006,149,R,1988-04-05,8473549
51135,Max Warn,2006,150,L,1988-06-10,8473460
5503,Ryan Daniels,2006,151,G,1988-06-22,8473470
1471,Jordan Bendfeld,2006,152,D,1988-02-09,8473421
3971,Stefan Chaput,2006,153,C,1988-03-11,8473418
614,Peter Aston,2006,155,D,1986-02-24,8473410
35774,Jan-Mikael Juutilainen,2006,156,R,1988-01-05,8473612
17960,Levi Nelson,2006,158,C,1988-04-28,8473481
6622,Jesse Dudas,2006,159,D,1988-03-31,8473428
14895,Andrew Macdonald,2006,160,D,1986-09-07,8473584
23301,Viktor Stalberg,2006,161,L,1986-01-17,8473537
51068,Julian Walker,2006,162,L,1986-09-10,8473487
46935,Sergei Shirokov,2006,163,L,1986-03-10,8473488
29334,Constantin Braun,2006,164,L,1988-03-11,8473599
31372,Jonas Enlund,2006,165,L,1987-11-03,8473483
22549,Juraj Simek,2006,167,L,1987-09-29,8473479
5187,Dane Crowley,2006,168,D,1987-01-22,8473513
29583,Alexander Bumagin,2006,170,R,1987-03-01,8473557
51404,Petteri Wirtanen,2006,172,C,1986-05-28,8473494
45235,Stefan Ridderwall,2006,173,G,1988-03-05,8473619
11270,Eric Hunter,2006,174,C,1986-08-11,None
7794,Ryan Flynn,2006,176,R,1988-03-22,8473547
19321,Mathieu Perreault,2006,177,C,1988-01-05,8473618
21045,Tony Romano,2006,178,C,1988-01-05,8473538
8293,Jordan Fulton,2006,179,C,1987-09-12,8473606
37289,Leo Komarov,2006,180,R,1987-01-23,8473463
41711,Jan Mursak,2006,182,L,1988-01-20,8473569
33923,Alexander Hellstrom,2006,184,D,1987-04-17,8473590
46705,Timo Seppanen,2006,185,D,1987-07-22,8473621
6132,Devin Didiomete,2006,187,L,1988-05-09,8473423
6412,Derek Dorsett,2006,189,R,1986-12-20,8473432
4065,Marc Cheverie,2006,193,G,1987-02-22,8473420
15546,Matt Marquardt,2006,194,L,1987-07-19,8471925
15671,Jesse Martin,2006,195,C,1988-09-07,8473486
7514,Benn Ferriero,2006,196,R,1987-04-29,8473600
8285,Evan Fuller,2006,197,C,1988-06-01,8473516
36454,Denis Kazionov,2006,198,L,1987-12-08,8473469
3863,Cameron Cepek,2006,199,D,1988-01-12,8473572
13181,Arturs Kulda,2006,200,D,1988-07-25,8473459
21650,Billy Sauer,2006,201,G,1988-01-06,8473585
1023,Jay Barriball,2006,203,C,1987-05-27,8473437
51937,Lukas Zeliska,2006,204,C,1988-01-08,8473578
44355,Andrei Popov,2006,205,L,1988-07-15,8473559
47277,Viktor Sjodin,2006,206,L,1988-04-21,8473517
10511,Kyle Henegan,2006,208,D,1987-10-27,8473509
35569,Per Jonsson,2006,209,D,1988-04-20,8473545
4631,Erik Condra,2006,211,R,1986-08-06,8473588
20146,Logan Pyett,2006,212,D,1988-05-26,8473409
13109,Justin Krueger,2006,213,D,1986-10-06,8473535
12166,Patrick Kane,2007,1,R,1988-11-19,8474141
24887,Kyle Turris,2007,3,C,1989-08-14,8474068
10664,Thomas Hickey,2007,4,D,1989-02-08,8474066
270,Karl Alzner,2007,5,D,1988-09-24,8473991
8344,Sam Gagner,2007,6,C,1989-08-10,8474040
25431,Jakub Voracek,2007,7,R,1989-08-15,8474161
9915,Zach Hamill,2007,8,C,1988-09-23,8474045
4995,Logan Couture,2007,9,C,1989-03-28,8474053
7013,Keaton Ellerby,2007,10,D,1988-11-05,8474184
23842,Brandon Sutter,2007,11,C,1989-02-14,8474091
16117,Ryan Mcdonagh,2007,12,D,1989-06-13,8474151
31291,Lars Eller,2007,13,L,1989-05-08,8474189
22304,Kevin Shattenkirk,2007,14,D,1989-01-29,8474031
19695,Alex Plante,2007,15,D,1989-05-09,8474046
8898,Colton Gillies,2007,16,C,1989-02-12,8474121
30004,Alexei Cherepanov,2007,17,R,1989-01-14,8474193
15114,Logan Macmillan,2007,19,C,1989-07-05,8474122
7192,Angelo Esposito,2007,20,C,1989-02-20,8474185
17864,Riley Nash,2007,21,C,1989-05-09,8474062
18729,Max Pacioretty,2007,22,L,1988-11-20,8474157
2016,Jonathon Blum,2007,23,D,1989-01-30,8474164
733,Mikael Backlund,2007,24,C,1989-03-17,8474150
26046,Patrick White,2007,25,C,1989-01-20,8474158
19331,David Perron,2007,26,L,1988-05-28,8474102
19449,Nick Petrecki,2007,28,D,1989-07-11,8474032
18301,Jim O'Brien,2007,29,C,1989-01-29,8474024
21148,Nick Ross,2007,30,D,1989-02-10,8474041
15067,Brett Maclean,2007,32,L,1988-12-24,8474050
7017,Taylor Ellington,2007,33,D,1988-10-31,8474108
9071,Josh Godfrey,2007,34,D,1988-01-15,8473683
5170,Tommy Cross,2007,35,D,1989-09-12,8474019
32599,Joel Gistedt,2007,36,G,1987-12-07,8474097
14078,Stefan Legein,2007,37,R,1988-11-24,8474187
23894,Bill Sweatt,2007,38,L,1988-09-21,8474035
34113,Simon Hjalmarsson,2007,39,R,1989-02-01,8474173
20580,Michal Repik,2007,40,R,1988-12-31,8474153
15572,Kevin Marshall,2007,41,D,1989-03-10,8474163
24042,Eric Tangradi,2007,42,L,1989-02-10,8474025
23755,P.k. Subban,2007,43,D,1989-05-13,8474056
18814,Aaron Palushaj,2007,44,R,1989-09-07,8474030
4480,Colby Cohen,2007,45,D,1989-04-25,8474002
24913,Dana Tyrell,2007,47,C,1989-04-23,8474095
13360,Antoine Lafleur,2007,48,G,1988-12-12,8474105
3494,Trevor Cann,2007,49,G,1989-03-30,8474083
21462,Nico Sacchetti,2007,50,C,1989-08-21,8474020
25205,Keven Veilleux,2007,51,C,1989-06-27,8474148
17198,Oscar Moller,2007,52,C,1989-01-22,8474114
22873,Jeremy Smith,2007,54,G,1989-04-13,8474092
8415,Tj Galiardi,2007,55,L,1988-04-22,8474001
195,Akim Aliu,2007,56,R,1989-04-24,8474049
10832,Mike Hoeffel,2007,57,N/A,1989-04-09,8474023
23148,Nick Spaling,2007,58,C,1988-09-19,8474096
28292,Ruslan Bashkirov,2007,60,L,1989-03-07,8474101
22554,Wayne Simmonds,2007,61,R,1988-08-26,8474190
12227,Mark Katic,2007,62,D,1989-05-09,8474063
14975,Maxime Macenauer,2007,63,C,1989-01-04,8474139
12929,Sergei Korostin,2007,64,R,1989-07-05,8474170
7917,Olivier Fortier,2007,65,C,1989-05-02,8474119
12743,Garrett Klotz,2007,66,L,1988-11-27,8474084
14987,Spencer Machacek,2007,67,R,1988-10-14,8474146
10030,Jake Hansen,2007,68,N/A,1989-08-21,8474099
24048,Maxime Tanguay,2007,69,C,1988-11-16,8474109
17922,John Negrin,2007,70,D,1989-03-25,8474076
30359,Evgenii Dadonov,2007,71,R,1989-03-12,8474149
2488,Drayson Bowman,2007,72,L,1989-03-08,8474137
25810,Yannick Weber,2007,73,D,1988-09-23,8474134
17091,Dale Mitchell,2007,74,R,1989-04-09,8474054
5270,Luca Cunti,2007,75,L,1989-07-04,8474156
9495,Jason Gregoire,2007,76,L,1989-02-24,8474132
2272,Robert Bortuzzo,2007,78,D,1989-03-18,8474145
18808,Nick Palmieri,2007,79,R,1989-07-12,8473999
19587,Casey Pierro-Zabotel,2007,80,C,1988-11-08,8474015
24242,Ryan Thang,2007,81,L,1987-05-11,8474143
3375,Bryan Cameron,2007,82,R,1989-02-25,8474188
19569,Timo Pielmeier,2007,83,G,1989-07-07,8474194
5973,Phil Desimone,2007,84,C,1987-03-19,8474160
23085,Brett Sonne,2007,85,C,1989-03-16,8474087
27541,Joakim Andersson,2007,88,R,1989-02-05,8474168
24752,Corey Tropp,2007,89,R,1989-07-25,8474130
3522,Louie Caporusso,2007,90,C,1989-06-21,8474129
22237,Tyson Sexsmith,2007,91,G,1989-03-19,8474003
12158,Steven Kampfer,2007,93,D,1988-09-24,8474000
40846,Maksim Mayorov,2007,94,L,1989-03-26,8474195
15615,Alec Martinez,2007,95,D,1987-07-26,8474166
42867,Linus Omark,2007,97,L,1987-02-05,8474059
48094,Sebastian Stefaniszin,2007,98,G,1987-07-22,8474181
16079,Justin Mccrae,2007,102,C,1988-10-30,8473993
45690,Vladimir Ruzicka,2007,103,C,1989-02-11,8474159
26345,Ben Winnett,2007,104,L,1989-04-03,8474186
15344,Brad Malone,2007,105,N/A,1989-05-20,8474089
32844,Maxim Gratchev,2007,106,L,1988-09-26,None
7265,Mitch Fadden,2007,107,C,1988-04-03,8474071
2978,Brett Bruneteau,2007,108,C,1989-01-05,8474136
12581,Dwight King,2007,109,C,1989-07-05,8474100
7304,Justin Falk,2007,110,D,1988-10-11,8473992
3529,Luca Caputi,2007,111,L,1988-10-01,8473997
21762,Colton Sceviour,2007,112,R,1989-04-20,8474098
19030,Kent Patterson,2007,113,G,1989-09-15,8474172
21392,Ben Ryan,2007,114,C,1988-10-16,8474004
39805,Niklas Lucenius,2007,115,R,1989-05-03,8474118
673,Keith Aulie,2007,116,D,1989-06-11,8474048
9844,Matt Halischuk,2007,117,R,1988-06-01,8474094
9360,Alex Grant,2007,118,D,1989-01-20,8474005
21604,Mark Santorelli,2007,119,C,1988-08-06,8474144
2001,Ben Blood,2007,120,D,1989-03-15,8474016
41393,Mattias Modig,2007,121,G,1987-04-01,8474086
36497,Mario Kempe,2007,122,R,1988-09-19,8474131
32738,Maxim Goncharov,2007,123,D,1989-06-15,8474107
21204,Linden Rowat,2007,124,G,1989-06-27,8474182
14064,Brett Leffler,2007,125,R,1989-05-19,8474060
13235,Milan Kytnar,2007,127,C,1989-05-19,8474128
22795,Austin Smith,2007,128,R,1988-11-07,8473987
1504,Jamie Benn,2007,129,L,1989-07-18,8473994
45186,Denis Reul,2007,130,D,1989-06-29,8474079
14028,John Lee,2007,131,D,1989-01-16,8474043
24202,Chris Terry,2007,132,L,1989-04-07,8474052
23429,Joe Stejskal,2007,133,D,1988-04-30,8474036
41228,Juraj Mikus,2007,134,D,1988-11-30,8474088
3559,Paul Carey,2007,135,L,1988-09-24,8474008
45417,Ondrej Roman,2007,136,C,1989-02-08,8474111
24862,Joshua Turnbull,2007,137,C,1988-07-12,8474026
3443,Max Campbell,2007,138,C,1988-12-21,8474014
6967,Bradley Eidsness,2007,139,G,1989-06-02,8474115
252,Cody Almond,2007,140,C,1989-07-24,8474042
4620,Andrew Conboy,2007,142,L,1988-05-16,8474147
49272,Andreas Thuresson,2007,144,R,1987-11-18,8474154
16754,Charles-Antoine Messier,2007,145,C,1988-11-04,8474180
35810,Ilja Kablukov,2007,146,C,1988-01-18,8474081
3391,Randy Cameron,2007,148,C,1989-01-28,8474072
17906,Michael Neal,2007,149,L,1989-04-03,8474183
15573,Matt Marshall,2007,150,N/A,1988-08-30,8474022
12139,Jon Kalinski,2007,152,L,1987-05-25,8474177
5529,Scott Darling,2007,153,G,1988-12-22,8474152
33917,Jens Hellgren,2007,155,D,1989-03-06,8474155
44777,William Quist,2007,157,L,1989-07-31,8474082
26672,Allen York,2007,158,G,1989-06-17,8474057
9270,Alain Goulet,2007,159,D,1988-09-22,8474055
19219,Anthony Peluso,2007,160,R,1989-04-18,8474061
15539,Pat Maroon,2007,161,L,1988-04-23,8474034
1425,Brett Bellemore,2007,162,D,1988-06-25,8474135
49583,Nichlas Torp,2007,163,D,1989-04-10,8474120
6133,Christopher Didomenico,2007,164,C,1989-02-20,8474018
51739,Patrik Zackrisson,2007,165,R,1987-03-27,8474133
12487,Blake Kessel,2007,166,D,1989-04-13,8474140
33661,Johan Harju,2007,167,L,1986-05-15,8474085
9791,Carl Hagelin,2007,168,L,1988-08-23,8474176
43049,Radim Ostrcil,2007,169,D,1989-01-15,8474191
34850,Harri Ilvonen,2007,170,D,1988-11-03,None
11690,Dustin Jeffrey,2007,171,C,1988-02-27,8474138
8647,Luke Gazdic,2007,172,L,1989-07-25,8473989
2196,Nick Bonino,2007,173,C,1988-04-20,8474009
30670,Robert Dietrich,2007,174,D,1986-07-25,8474178
15800,Taylor Matson,2007,176,C,1988-09-16,8474011
47825,Vili Sopanen,2007,177,R,1987-10-21,8474112
24606,Zack Torquato,2007,178,C,1989-06-08,8473995
3280,Paul Byron,2007,179,C,1989-04-27,8474038
23956,Corey Syvret,2007,181,D,1989-02-12,8474044
12090,Torrie Jung,2007,183,G,1989-01-21,8474058
12512,Josh Kidd,2007,184,D,1988-11-16,8474039
13705,Nick Larson,2007,185,C,1989-01-16,8474073
7130,Nick Eno,2007,187,G,1989-02-12,8474064
12750,Jordan Knackstedt,2007,189,R,1988-09-28,8474117
47362,David Skokan,2007,193,C,1988-12-06,8474142
33139,Carl Gunnarsson,2007,194,D,1986-11-09,8474125
27352,Johan Alcen,2007,195,R,1988-03-11,8474065
13337,Simon Lacroix,2007,196,D,1989-05-29,8474127
25646,Michael Ward,2007,197,D,1989-08-13,8474075
10806,Danny Hobbs,2007,198,L,1989-06-21,8473998
9013,Andrew Glass,2007,199,L,1989-07-14,8474116
16482,Carson Mcmillan,2007,200,R,1988-09-10,8474077
2637,Justin Braun,2007,201,D,1987-02-10,8474027
32469,Sergei Gayduchenko,2007,202,G,1989-06-06,8474179
16401,Frazer Mclaren,2007,203,L,1987-10-29,8473712
31356,Atte Engren,2007,204,G,1988-02-19,8474067
19874,Paul Postma,2007,205,D,1989-02-22,8474074
23304,Steven Stamkos,2008,1,C,1990-02-07,8474564
6443,Drew Doughty,2008,2,D,1989-12-08,8474563
2076,Zach Bogosian,2008,3,D,1990-07-15,8474567
19596,Alex Pietrangelo,2008,4,D,1990-01-18,8474565
21823,Luke Schenn,2008,5,D,1989-11-02,8474568
31835,Nikita Filatov,2008,6,C,1990-05-25,8474566
26283,Colin Wilson,2008,7,C,1989-10-20,8474569
2060,Mikkel Boedker,2008,8,R,1989-12-16,8474571
791,Josh Bailey,2008,9,C,1989-10-02,8474573
10824,Cody Hodgson,2008,10,C,1990-02-18,8474570
1198,Kyle Beach,2008,11,C,1990-01-13,8474572
17795,Tyler Myers,2008,12,D,1990-02-01,8474574
24234,Colten Teubert,2008,13,D,1990-03-08,8474575
2508,Zach Boychuk,2008,14,L,1989-10-04,8474576
36200,Erik Karlsson,2008,15,D,1990-05-31,8474578
4495,Joe Colborne,2008,16,C,1990-01-30,8474577
8493,Jake Gardiner,2008,17,D,1990-07-04,8474581
19557,Chet Pickard,2008,18,G,1989-11-29,8474580
21734,Luca Sbisa,2008,19,D,1990-01-30,8474579
5804,Michael Del Zotto,2008,20,D,1990-06-24,8474584
33190,Anton Gustafsson,2008,21,C,1990-02-25,8474583
6887,Jordan Eberle,2008,22,C,1990-05-15,8474586
5246,Tyler Cuma,2008,23,D,1990-01-19,8474585
49111,Mattias Tedenby,2008,24,L,1990-02-21,8474582
17980,Greg Nemisz,2008,25,C,1990-06-05,8474587
7125,Tyler Ennis,2008,26,C,1989-10-06,8474589
3601,John Carlson,2008,27,D,1990-01-10,8474590
49316,Viktor Tikhonov,2008,28,R,1988-05-12,8474588
14298,Daultan Leveille,2008,29,C,1990-08-10,8474595
16044,Tom Mccollum,2008,30,G,1989-12-07,8474591
40542,Jacob Markstrom,2008,31,G,1990-01-31,8474593
16600,Philip Mcrae,2008,33,C,1990-03-15,8474592
224,Jake Allen,2008,34,G,1990-08-07,8474596
5962,Nicolas Deschamps,2008,35,C,1990-01-06,8474598
24743,Corey Trivino,2008,36,C,1990-01-12,8474599
9129,Cody Goloubef,2008,37,D,1989-11-30,8474597
35675,Roman Josi,2008,38,D,1990-06-01,8474600
18342,Eric O'Dell,2008,39,C,1990-06-21,8474603
17993,Aaron Ness,2008,40,D,1990-05-18,8474604
21690,Yann Sauve,2008,41,D,1990-02-18,8474601
26110,Patrick Wiercioch,2008,42,D,1990-09-12,8474605
21978,Justin Schultz,2008,43,D,1990-07-06,8474602
86,Luke Adam,2008,44,C,1990-06-18,8474609
5468,Zac Dalpe,2008,45,C,1989-11-01,8474610
20804,Colby Robak,2008,46,D,1990-04-24,8474606
21687,Max Sauve,2008,47,C,1990-01-30,8474607
25479,Mitch Wahl,2008,48,C,1990-01-22,8474608
23267,Jared Staal,2008,49,R,1990-08-21,8474615
8590,Cameron Gaunce,2008,50,D,1990-03-19,8474611
23447,Derek Stepan,2008,51,C,1990-06-18,8474613
3150,Brandon Burlon,2008,52,D,1990-03-05,8474614
9964,Travis Hamonic,2008,53,D,1990-08-16,8474612
4822,Patrice Cormier,2008,54,C,1990-06-14,8474616
21742,Marco Scandella,2008,55,D,1990-02-23,8474618
13087,Danny Kristo,2008,56,R,1990-06-18,8474620
16761,Eric Mestery,2008,57,D,1990-05-28,8474617
13162,Dmitri Kugryshev,2008,58,R,1990-01-18,8474621
1687,Tyler Beskorowany,2008,59,G,1990-04-28,8474619
10325,Jimmy Hayes,2008,60,R,1989-11-21,8474625
5835,Peter Delmas,2008,61,G,1990-02-16,8474622
5502,Justin Daniels,2008,62,C,1989-06-07,8474623
5343,Robert Czarnik,2008,63,C,1990-01-25,8474626
18859,Danick Paquette,2008,64,R,1990-07-17,8474624
39108,Jori Lehtera,2008,65,C,1987-12-23,8474627
24529,David Toews,2008,66,C,1990-06-07,8474632
2412,Marc-Andre Bourdon,2008,67,D,1989-09-17,8474631
13444,Shawn Lalonde,2008,68,D,1990-03-10,8474629
23609,Michael Stone,2008,69,D,1990-06-07,8474628
14500,James Livingston,2008,70,R,1990-03-08,8474633
2758,Josh Brittain,2008,71,L,1990-01-03,8474630
18099,Jyri Niemi,2008,72,D,1990-06-15,8474635
43822,Kirill Petrov,2008,73,R,1990-04-13,8474639
9310,Evgeny Grachev,2008,75,C,1990-02-21,8474634
2782,Mathieu Brodeur,2008,76,D,1990-06-21,8474637
11341,Michael Hutchinson,2008,77,G,1990-03-02,8474636
2393,Lance Bouma,2008,78,C,1990-03-25,8474642
22947,Zack Smith,2008,79,L,1988-04-05,8474250
4607,Adam Comrie,2008,80,D,1990-07-31,8474640
7567,Corey Fienhage,2008,81,D,1990-05-04,8474643
10550,Adam Henrique,2008,82,C,1990-02-06,8474641
4982,Marco Cousineau,2008,83,G,1989-11-09,8474644
5967,Jacob Deserres,2008,84,G,1990-03-18,8474648
16480,Brandon Mcmillan,2008,85,C,1990-03-22,8474646
20154,Steve Quailer,2008,86,R,1989-08-05,8474645
21973,Ian Schultz,2008,87,R,1990-02-04,8474647
26573,Geordie Wudrick,2008,88,L,1990-04-09,8474653
